iso3,country_name,question_id,outcome,model_id,observed_value,fitted_value,residual,absolute_residual,residual_rank,residual_percentile,overperformer_underperformer,gap_vs_best,gap_vs_group_best,gap_vs_chile,gap_vs_singapore,interpretation
ARE,United Arab Emirates,Q1,oxford_ind_company_investment_emerging_tech,simple_adjusted_internal,79.5,72.06160560143805,7.438394398561954,7.438394398561954,29.0,0.3333333333333333,overperformer,20.5,20.5,41.0,1.0,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,55.65,41.432822468285075,14.217177531714924,14.217177531714924,6.0,0.8809523809523809,overperformer,44.35,44.35,-5.899999999999999,-32.89000000000001,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,46.99,44.997501216702375,1.992498783297627,1.992498783297627,34.0,0.21428571428571427,overperformer,53.01,53.01,-14.559999999999995,-41.550000000000004,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,55.16,39.96457991281301,15.195420087186989,15.195420087186989,5.0,0.9047619047619048,overperformer,44.84,44.84,-6.390000000000001,-33.38000000000001,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,38.64,49.408845020836466,-10.768845020836466,10.768845020836466,14.0,0.6904761904761905,underperformer,61.36,61.36,-22.909999999999997,-49.900000000000006,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,51.47,57.772764348402596,-6.302764348402597,6.302764348402597,26.0,0.40476190476190477,underperformer,48.53,48.53,-10.079999999999998,-37.07000000000001,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,38.5,50.17495891287009,-11.674958912870089,11.674958912870089,10.0,0.7857142857142857,underperformer,61.5,61.5,-23.049999999999997,-50.040000000000006,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,52.7,53.658022791489906,-0.9580227914899027,0.9580227914899027,38.0,0.11904761904761904,underperformer,47.3,47.3,-8.849999999999994,-35.84,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q5,oxford_ind_adoption_emerging_tech,simple_adjusted_internal,49.87,62.81503460508404,-12.94503460508404,12.94503460508404,8.0,0.8333333333333334,underperformer,50.13,50.13,-11.68,-38.67000000000001,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q6,oxford_public_sector_adoption,simple_adjusted_internal,97.27,78.87902435589976,18.390975644100237,18.390975644100237,5.0,0.9047619047619048,overperformer,2.3599999999999994,2.3599999999999994,26.50999999999999,4.769999999999996,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q6,oxford_public_sector_adoption,simple_adjusted_internal,92.5,85.52584617559732,6.974153824402677,6.974153824402677,23.0,0.47619047619047616,overperformer,7.1299999999999955,7.1299999999999955,21.739999999999995,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q6,oxford_public_sector_adoption,simple_adjusted_internal,84.17,82.2361642891025,1.9338357108974975,1.9338357108974975,37.0,0.14285714285714285,overperformer,15.459999999999994,15.459999999999994,13.409999999999997,-8.329999999999998,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q6,oxford_public_sector_adoption,simple_adjusted_internal,74.12,82.89448010350694,-8.774480103506932,8.774480103506932,20.0,0.5476190476190477,underperformer,25.50999999999999,25.50999999999999,3.3599999999999994,-18.379999999999995,Observed minus fitted within in-sample descriptive model; not causal.
FRA,France,Q6,oxford_public_sector_adoption,simple_adjusted_internal,97.18,78.15167242836986,19.028327571630143,19.028327571630143,4.0,0.9285714285714286,overperformer,2.4499999999999886,2.4499999999999886,26.42,4.680000000000007,Observed minus fitted within in-sample descriptive model; not causal.
ESP,Spain,Q6,oxford_public_sector_adoption,simple_adjusted_internal,78.21,74.67256061045785,3.5374393895421434,3.5374393895421434,34.0,0.21428571428571427,overperformer,21.42,21.42,7.449999999999989,-14.290000000000006,Observed minus fitted within in-sample descriptive model; not causal.
NZL,New Zealand,Q6,oxford_public_sector_adoption,simple_adjusted_internal,64.32,80.60418134451874,-16.284181344518743,16.284181344518743,6.0,0.8809523809523809,underperformer,35.31,35.31,-6.440000000000012,-28.180000000000007,Observed minus fitted within in-sample descriptive model; not causal.
NLD,Netherlands (Kingdom of the),Q6,oxford_public_sector_adoption,simple_adjusted_internal,94.01,81.21232098442249,12.797679015577515,12.797679015577515,13.0,0.7142857142857143,overperformer,5.61999999999999,5.61999999999999,23.25,1.5100000000000051,Observed minus fitted within in-sample descriptive model; not causal.
GBR,United Kingdom,Q6,oxford_public_sector_adoption,simple_adjusted_internal,68.93,70.19568276465554,-1.265682764655537,1.265682764655537,41.0,0.047619047619047616,underperformer,30.69999999999999,30.69999999999999,-1.8299999999999983,-23.569999999999993,Observed minus fitted within in-sample descriptive model; not causal.
QAT,Qatar,Q6,oxford_public_sector_adoption,simple_adjusted_internal,62.82,78.89979432529509,-16.07979432529509,16.07979432529509,7.0,0.8571428571428571,underperformer,36.809999999999995,36.809999999999995,-7.940000000000005,-29.68,Observed minus fitted within in-sample descriptive model; not causal.
AUS,Australia,Q6,oxford_public_sector_adoption,simple_adjusted_internal,82.67,73.35500545804335,9.31499454195665,9.31499454195665,17.0,0.6190476190476191,overperformer,16.959999999999994,16.959999999999994,11.909999999999997,-9.829999999999998,Observed minus fitted within in-sample descriptive model; not causal.
ISR,Israel,Q6,oxford_public_sector_adoption,simple_adjusted_internal,70.61,84.86312526003961,-14.25312526003961,14.25312526003961,10.0,0.7857142857142857,underperformer,29.019999999999996,29.019999999999996,-0.15000000000000568,-21.89,Observed minus fitted within in-sample descriptive model; not causal.
BEL,Belgium,Q6,oxford_public_sector_adoption,simple_adjusted_internal,72.0,76.73472194950695,-4.734721949506948,4.734721949506948,32.0,0.2619047619047619,underperformer,27.629999999999995,27.629999999999995,1.2399999999999949,-20.5,Observed minus fitted within in-sample descriptive model; not causal.
CAN,Canada,Q6,oxford_public_sector_adoption,simple_adjusted_internal,78.6,72.91568947815738,5.684310521842619,5.684310521842619,27.0,0.38095238095238093,overperformer,21.03,21.03,7.839999999999989,-13.900000000000006,Observed minus fitted within in-sample descriptive model; not causal.
CHE,Switzerland,Q6,oxford_public_sector_adoption,simple_adjusted_internal,73.93,82.43027334740559,-8.500273347405582,8.500273347405582,21.0,0.5238095238095238,underperformer,25.69999999999999,25.69999999999999,3.1700000000000017,-18.569999999999993,Observed minus fitted within in-sample descriptive model; not causal.
SWE,Sweden,Q6,oxford_public_sector_adoption,simple_adjusted_internal,73.81,80.65247616261361,-6.8424761626136075,6.8424761626136075,24.0,0.4523809523809524,underperformer,25.819999999999993,25.819999999999993,3.049999999999997,-18.689999999999998,Observed minus fitted within in-sample descriptive model; not causal.
AUT,Austria,Q6,oxford_public_sector_adoption,simple_adjusted_internal,81.6,80.29286639544804,1.3071336045519502,1.3071336045519502,40.0,0.07142857142857142,overperformer,18.03,18.03,10.83999999999999,-10.900000000000006,Observed minus fitted within in-sample descriptive model; not causal.
KOR,South Korea,Q6,oxford_public_sector_adoption,simple_adjusted_internal,79.23,89.46207874580138,-10.232078745801374,10.232078745801374,15.0,0.6666666666666666,underperformer,20.39999999999999,20.39999999999999,8.469999999999999,-13.269999999999996,Observed minus fitted within in-sample descriptive model; not causal.
HUN,Hungary,Q6,oxford_public_sector_adoption,simple_adjusted_internal,82.61,69.96936960328286,12.640630396717143,12.640630396717143,14.0,0.6904761904761905,overperformer,17.019999999999996,17.019999999999996,11.849999999999994,-9.89,Observed minus fitted within in-sample descriptive model; not causal.
DNK,Denmark,Q6,oxford_public_sector_adoption,simple_adjusted_internal,85.26,81.09584040228034,4.16415959771966,4.16415959771966,33.0,0.23809523809523808,overperformer,14.36999999999999,14.36999999999999,14.5,-7.239999999999995,Observed minus fitted within in-sample descriptive model; not causal.
DEU,Germany,Q6,oxford_public_sector_adoption,simple_adjusted_internal,82.89,79.95854656056912,2.931453439430882,2.931453439430882,36.0,0.16666666666666666,overperformer,16.739999999999995,16.739999999999995,12.129999999999995,-9.61,Observed minus fitted within in-sample descriptive model; not causal.
POL,Poland,Q6,oxford_public_sector_adoption,simple_adjusted_internal,74.84,73.24437081902502,1.5956291809749814,1.5956291809749814,38.0,0.11904761904761904,overperformer,24.789999999999992,24.789999999999992,4.079999999999998,-17.659999999999997,Observed minus fitted within in-sample descriptive model; not causal.
CZE,Czech Republic,Q6,oxford_public_sector_adoption,simple_adjusted_internal,69.33,77.76248737667632,-8.43248737667632,8.43248737667632,22.0,0.5,underperformer,30.299999999999997,30.299999999999997,-1.4300000000000068,-23.17,Observed minus fitted within in-sample descriptive model; not causal.
ITA,Italy,Q6,oxford_public_sector_adoption,simple_adjusted_internal,70.24,75.0503082472918,-4.8103082472918,4.8103082472918,30.0,0.30952380952380953,underperformer,29.39,29.39,-0.5200000000000102,-22.260000000000005,Observed minus fitted within in-sample descriptive model; not causal.
BGR,Bulgaria,Q6,oxford_public_sector_adoption,simple_adjusted_internal,64.66,69.64068336939124,-4.980683369391244,4.980683369391244,28.0,0.35714285714285715,underperformer,34.97,34.97,-6.1000000000000085,-27.840000000000003,Observed minus fitted within in-sample descriptive model; not causal.
FIN,Finland,Q6,oxford_public_sector_adoption,simple_adjusted_internal,81.77,81.04457796514441,0.7254220348555833,0.7254220348555833,42.0,0.023809523809523808,overperformer,17.86,17.86,11.009999999999991,-10.730000000000004,Observed minus fitted within in-sample descriptive model; not causal.
CRI,Costa Rica,Q6,oxford_public_sector_adoption,simple_adjusted_internal,42.61,67.89983607962697,-25.289836079626966,25.289836079626966,1.0,1.0,underperformer,57.019999999999996,57.019999999999996,-28.150000000000006,-49.89,Observed minus fitted within in-sample descriptive model; not causal.
CHL,Chile,Q6,oxford_public_sector_adoption,simple_adjusted_internal,70.76,80.5526182888072,-9.79261828880719,9.79261828880719,16.0,0.6428571428571429,underperformer,28.86999999999999,28.86999999999999,0.0,-21.739999999999995,Observed minus fitted within in-sample descriptive model; not causal.
USA,United States,Q6,oxford_public_sector_adoption,simple_adjusted_internal,92.87,79.08240672992123,13.787593270078773,13.787593270078773,11.0,0.7619047619047619,overperformer,6.759999999999991,6.759999999999991,22.11,0.37000000000000455,Observed minus fitted within in-sample descriptive model; not causal.
CHN,China,Q6,oxford_public_sector_adoption,simple_adjusted_internal,49.02,68.21583034127161,-19.19583034127161,19.19583034127161,3.0,0.9523809523809523,underperformer,50.60999999999999,50.60999999999999,-21.740000000000002,-43.48,Observed minus fitted within in-sample descriptive model; not causal.
IND,India,Q6,oxford_public_sector_adoption,simple_adjusted_internal,79.07,72.8124405531418,6.257559446858195,6.257559446858195,25.0,0.42857142857142855,overperformer,20.560000000000002,20.560000000000002,8.309999999999988,-13.430000000000007,Observed minus fitted within in-sample descriptive model; not causal.
JPN,Japan,Q6,oxford_public_sector_adoption,simple_adjusted_internal,72.71,78.7414229580437,-6.031422958043706,6.031422958043706,26.0,0.40476190476190477,underperformer,26.92,26.92,1.9499999999999886,-19.790000000000006,Observed minus fitted within in-sample descriptive model; not causal.
EST,Estonia,Q6,oxford_public_sector_adoption,simple_adjusted_internal,99.63,76.22673154465116,23.403268455348837,23.403268455348837,2.0,0.9761904761904762,overperformer,0.0,0.0,28.86999999999999,7.1299999999999955,Observed minus fitted within in-sample descriptive model; not causal.
ARG,Argentina,Q6,oxford_public_sector_adoption,simple_adjusted_internal,71.06,75.9919414429854,-4.931941442985391,4.931941442985391,29.0,0.3333333333333333,underperformer,28.569999999999993,28.569999999999993,0.29999999999999716,-21.439999999999998,Observed minus fitted within in-sample descriptive model; not causal.
BRA,Brazil,Q6,oxford_public_sector_adoption,simple_adjusted_internal,94.78,78.84937080426744,15.930629195732564,15.930629195732564,8.0,0.8333333333333334,overperformer,4.849999999999994,4.849999999999994,24.019999999999996,2.280000000000001,Observed minus fitted within in-sample descriptive model; not causal.
COL,Colombia,Q6,oxford_public_sector_adoption,simple_adjusted_internal,70.7,75.45629484876751,-4.75629484876751,4.75629484876751,31.0,0.2857142857142857,underperformer,28.929999999999993,28.929999999999993,-0.060000000000002274,-21.799999999999997,Observed minus fitted within in-sample descriptive model; not causal.
MEX,Mexico,Q6,oxford_public_sector_adoption,simple_adjusted_internal,66.11,64.63372533493656,1.4762746650634426,1.4762746650634426,39.0,0.09523809523809523,overperformer,33.519999999999996,33.519999999999996,-4.650000000000006,-26.39,Observed minus fitted within in-sample descriptive model; not causal.
PER,Peru,Q6,oxford_public_sector_adoption,simple_adjusted_internal,90.4,81.34478586617377,9.05521413382624,9.05521413382624,18.0,0.5952380952380952,overperformer,9.22999999999999,9.22999999999999,19.64,-2.0999999999999943,Observed minus fitted within in-sample descriptive model; not causal.
URY,Uruguay,Q6,oxford_public_sector_adoption,simple_adjusted_internal,83.22,70.09416575869122,13.12583424130878,13.12583424130878,12.0,0.7380952380952381,overperformer,16.409999999999997,16.409999999999997,12.459999999999994,-9.280000000000001,Observed minus fitted within in-sample descriptive model; not causal.
GRC,Greece,Q6,oxford_public_sector_adoption,simple_adjusted_internal,78.76,69.73921547611918,9.02078452388082,9.02078452388082,19.0,0.5714285714285714,overperformer,20.86999999999999,20.86999999999999,8.0,-13.739999999999995,Observed minus fitted within in-sample descriptive model; not causal.
ROU,Romania,Q6,oxford_public_sector_adoption,simple_adjusted_internal,55.66,70.28209455279169,-14.622094552791694,14.622094552791694,9.0,0.8095238095238095,underperformer,43.97,43.97,-15.100000000000009,-36.84,Observed minus fitted within in-sample descriptive model; not causal.
HRV,Croatia,Q6,oxford_public_sector_adoption,simple_adjusted_internal,71.67,74.94297089730509,-3.272970897305086,3.272970897305086,35.0,0.19047619047619047,underperformer,27.959999999999994,27.959999999999994,0.9099999999999966,-20.83,Observed minus fitted within in-sample descriptive model; not causal.
ARE,United Arab Emirates,Q6,oxford_e_government_delivery,simple_adjusted_internal,97.91,81.64651314691,16.26348685309,16.26348685309,7.0,0.8571428571428571,overperformer,2.0700000000000074,2.0700000000000074,1.3799999999999955,6.829999999999998,Observed minus fitted within in-sample descriptive model; not causal.
SGP,Singapore,Q6,oxford_e_government_delivery,simple_adjusted_internal,91.08,85.7003381067483,5.3796618932516935,5.3796618932516935,22.0,0.5,overperformer,8.900000000000006,8.900000000000006,-5.450000000000003,0.0,Observed minus fitted within in-sample descriptive model; not causal.
NOR,Norway,Q6,oxford_e_government_delivery,simple_adjusted_internal,97.79,92.95836891005997,4.831631089940032,4.831631089940032,24.0,0.4523809523809524,overperformer,2.1899999999999977,2.1899999999999977,1.2600000000000051,6.710000000000008,Observed minus fitted within in-sample descriptive model; not causal.
IRL,Ireland,Q6,oxford_e_government_delivery,simple_adjusted_internal,96.92,95.9018977716561,1.0181022283439063,1.0181022283439063,38.0,0.11904761904761904,overperformer,3.0600000000000023,3.0600000000000023,0.39000000000000057,5.840000000000003,Observed minus fitted within in-sample descriptive model; not causal.
