STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,UNIT_MEASURE,Unit of measure,DECIMALS,Decimals
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ENERGY,Energy,A,Annual,2023,,1.29665076732635,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ELECTRICITY,Electricity,A,Annual,2023,,1.29665076732635,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,TRANSPORT,Transport,A,Annual,2023,,1.10448348522186,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,AIR,Air transport,A,Annual,2023,,0.713450312614441,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ROAD,Road transport,A,Annual,2023,,1.60000002384186,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,WATER,Water transport,A,Annual,2023,,1,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ECOMM,E-communications,A,Annual,2023,,1.45568180084229,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ECOMM_FIX,Fixed e-communications,A,Annual,2023,,1.27499997615814,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ECOMM_MOB,Mobile e-communications,A,Annual,2023,,1.63636362552643,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,LAWYERS,Lawyers,A,Annual,2023,,4.01785707473755,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ARCHITECTS,Architects,A,Annual,2023,,1.64285719394684,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ENGINEERS,Civil engineers,A,Annual,2023,,1.67857146263123,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,ESTATEAGENTS,Real estate agents,A,Annual,2023,,2.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,RETAIL_TRADE,Retail distribution,A,Annual,2023,,1.28571426868439,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,MEDICINES,Retail sales of medicines,A,Annual,2023,,1.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISL,Iceland,DIGITAL_MARKET,Digital markets,A,Annual,2023,,5.22222232818604,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,PMR,Product market regulation,A,Annual,2018,,0.920621573925018,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,0.824231386184692,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,0.911092877388,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,PUBLIC_OWNER,Quality and scope of public ownership,A,Annual,2018,,0.269554078578949,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,1.55263161659241,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,0.561601340770721,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,PRICE,Retail price controls and regulation,A,Annual,2018,,0.235294118523598,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,1.05555558204651,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,0.888888895511627,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,0.0666666701436043,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,1,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,0.800000011920929,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,1.20000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,1.01701176166534,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,1.35568189620972,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,1.07500004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,1.63636362552643,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,1.24456453323364,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,0.834615349769592,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,1.65451383590698,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,0.450788915157318,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.0441600009799004,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,TFI,Barriers to trade facilitation,A,Annual,2018,,0.808206737041473,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,NETWORK_SECTORS,Network sectors,A,Annual,2018,,1.28285562992096,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ENERGY,Energy,A,Annual,2018,,1.2372407913208,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ELECTRICITY,Electricity,A,Annual,2018,,1.14114832878113,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,GAS,Natural gas,A,Annual,2018,,1.33333337306976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,TRANSPORT,Transport,A,Annual,2018,,1.12534117698669,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,AIR,Air transport,A,Annual,2018,,0.0575048737227917,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,RAIL,Rail transport,A,Annual,2018,,1.92543864250183,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ROAD,Road transport,A,Annual,2018,,1.85175442695618,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,WATER,Water transport,A,Annual,2018,,0.666666686534882,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ECOMM,E-communications,A,Annual,2018,,1.48598480224609,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ECOMM_FIX,Fixed e-communications,A,Annual,2018,,1.27499997615814,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ECOMM_MOB,Mobile e-communications,A,Annual,2018,,1.69696974754333,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,LAWYERS,Lawyers,A,Annual,2018,,3.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ACCOUNTANTS,Accountants,A,Annual,2018,,0.15384615957737,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ARCHITECTS,Architects,A,Annual,2018,,0.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ENGINEERS,Civil engineers,A,Annual,2018,,0.571428596973419,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ESTATEAGENTS,Real estate agents,A,Annual,2018,,0.428571432828903,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,RETAIL_TRADE,Retail distribution,A,Annual,2018,,0.714285731315613,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,MEDICINES,Retail sales of medicines,A,Annual,2018,,1.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,DIGITAL_MARKET,Digital markets,A,Annual,2018,,5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,PMR,Product market regulation,A,Annual,2023,,0.903405606746674,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,STATE_INVOL,Distortions induced by state involvement,A,Annual,2023,,0.824231386184692,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2023,,0.911092877388,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,PUBLIC_OWNER,Quality and scope of public ownership,A,Annual,2023,,0.269554078578949,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2023,,1.55263161659241,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,INVOL_BUSINESS,Involvement in business operations,A,Annual,2023,,0.561601340770721,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,PRICE,Retail price controls and regulation,A,Annual,2023,,0.235294118523598,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2023,,1.05555558204651,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2023,,0.888888895511627,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2023,,0.0666666701436043,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,REGULATIONS,Regulations impact evaluation,A,Annual,2023,,1,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2023,,0.800000011920929,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2023,,1.20000004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2023,,0.982579827308655,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2023,,1.35568189620972,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2023,,1.07500004768372,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2023,,1.63636362552643,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2023,,1.2028980255127,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2023,,0.834615349769592,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2023,,1.57118058204651,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2023,,0.389159649610519,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2023,,0.0441600009799004,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,TFI,Barriers to trade facilitation,A,Annual,2023,,0.623318910598755,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,NETWORK_SECTORS,Network sectors,A,Annual,2023,,1.23518812656403,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ENERGY,Energy,A,Annual,2023,,1.05542266368866,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ELECTRICITY,Electricity,A,Annual,2023,,0.777511954307556,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,GAS,Natural gas,A,Annual,2023,,1.33333337306976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,TRANSPORT,Transport,A,Annual,2023,,1.12534117698669,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,AIR,Air transport,A,Annual,2023,,0.0575048737227917,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,RAIL,Rail transport,A,Annual,2023,,1.92543864250183,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ROAD,Road transport,A,Annual,2023,,1.85175442695618,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,WATER,Water transport,A,Annual,2023,,0.666666686534882,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ECOMM,E-communications,A,Annual,2023,,1.52480065822601,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ECOMM_FIX,Fixed e-communications,A,Annual,2023,,1.35263156890869,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ECOMM_MOB,Mobile e-communications,A,Annual,2023,,1.69696974754333,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,LAWYERS,Lawyers,A,Annual,2023,,3.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ACCOUNTANTS,Accountants,A,Annual,2023,,0.15384615957737,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ARCHITECTS,Architects,A,Annual,2023,,0.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ENGINEERS,Civil engineers,A,Annual,2023,,0.571428596973419,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,ESTATEAGENTS,Real estate agents,A,Annual,2023,,0.428571432828903,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,RETAIL_TRADE,Retail distribution,A,Annual,2023,,0.714285731315613,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,MEDICINES,Retail sales of medicines,A,Annual,2023,,1.25,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,IRL,Ireland,DIGITAL_MARKET,Digital markets,A,Annual,2023,,1.11111116409302,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,PMR,Product market regulation,A,Annual,2018,,1.91937977075577,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,1.86584544181824,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,1.46052634716034,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,PUBLIC_OWNER,Quality and scope of public ownership,A,Annual,2018,,1.0263158082962,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,1.89473688602448,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,1.48700976371765,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.2),Product market regulation,I,ISR,Israel,PRICE,Retail price controls and regulation,A,Annual,2018,,1.76470589637756,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
